,primary_key,Customer_ID,Product_ID,Month,Customer_name,Product_family,Customer_Cohort_Year,Customer_Tenure,Dimension1,Dimension2,Dimension3,Value type,Value yearly,year
2437,26,CUST-00016,PROD-0007,2024-03-01,,,2024,2,France,Europe,Enterprise,GRR,236403.25,2024
2438,26,CUST-00016,PROD-0007,2024-04-01,,,2024,3,France,Europe,Enterprise,GRR,246114.69,2024
2439,26,CUST-00016,PROD-0007,2024-05-01,,,2024,4,France,Europe,Enterprise,GRR,239915.55,2024
2440,26,CUST-00016,PROD-0007,2024-06-01,,,2024,5,France,Europe,Enterprise,GRR,239915.55,2024
2441,26,CUST-00016,PROD-0007,2024-07-01,,,2024,6,France,Europe,Enterprise,GRR,233507.93,2024
2442,26,CUST-00016,PROD-0007,2024-08-01,,,2024,7,France,Europe,Enterprise,GRR,233507.93,2024
2443,26,CUST-00016,PROD-0007,2024-09-01,,,2024,8,France,Europe,Enterprise,GRR,221081.38,2024
2444,26,CUST-00016,PROD-0007,2024-10-01,,,2024,9,France,Europe,Enterprise,GRR,221081.38,2024
2445,26,CUST-00016,PROD-0007,2024-11-01,,,2024,10,France,Europe,Enterprise,GRR,247442.1,2024
2446,26,CUST-00016,PROD-0007,2024-12-01,,,2024,11,France,Europe,Enterprise,GRR,247442.1,2024
2449,27,CUST-00016,PROD-0009,2024-02-01,,,2024,1,France,Europe,Enterprise,GRR,423431.33,2024
2450,27,CUST-00016,PROD-0009,2024-03-01,,,2024,2,France,Europe,Enterprise,GRR,451834.41,2024
2451,27,CUST-00016,PROD-0009,2024-04-01,,,2024,3,France,Europe,Enterprise,GRR,403602.9,2024
2454,28,CUST-00017,PROD-0005,2024-12-01,,,2024,1,France,Europe,SMB,GRR,7812.31,2024
2455,28,CUST-00017,PROD-0005,2025-01-01,,,2024,2,France,Europe,SMB,GRR,8469.91,2025
2458,29,CUST-00017,PROD-0009,2024-12-01,,,2024,1,France,Europe,SMB,GRR,8924.46,2024
2459,29,CUST-00017,PROD-0009,2025-01-01,,,2024,2,France,Europe,SMB,GRR,8284.28,2025
2460,29,CUST-00017,PROD-0009,2025-02-01,,,2024,3,France,Europe,SMB,GRR,8284.28,2025
2461,29,CUST-00017,PROD-0009,2025-03-01,,,2024,4,France,Europe,SMB,GRR,8615.0,2025
2462,29,CUST-00017,PROD-0009,2025-04-01,,,2024,5,France,Europe,SMB,GRR,8615.0,2025
2463,29,CUST-00017,PROD-0009,2025-05-01,,,2024,6,France,Europe,SMB,GRR,8252.83,2025
2464,29,CUST-00017,PROD-0009,2025-06-01,,,2024,7,France,Europe,SMB,GRR,8252.83,2025
2465,29,CUST-00017,PROD-0009,2025-07-01,,,2024,8,France,Europe,SMB,GRR,8662.55,2025
2468,30,CUST-00018,PROD-0010,2024-09-01,,,2024,1,France,Europe,Enterprise,GRR,210922.17,2024
2469,30,CUST-00018,PROD-0010,2024-10-01,,,2024,2,France,Europe,Enterprise,GRR,207775.39,2024
2470,30,CUST-00018,PROD-0010,2024-11-01,,,2024,3,France,Europe,Enterprise,GRR,189774.37,2024
2471,30,CUST-00018,PROD-0010,2024-12-01,,,2024,4,France,Europe,Enterprise,GRR,188749.68,2024
2472,30,CUST-00018,PROD-0010,2025-01-01,,,2024,5,France,Europe,Enterprise,GRR,181732.34,2025
2473,30,CUST-00018,PROD-0010,2025-02-01,,,2024,6,France,Europe,Enterprise,GRR,181732.34,2025
2474,30,CUST-00018,PROD-0010,2025-03-01,,,2024,7,France,Europe,Enterprise,GRR,190585.82,2025
2475,30,CUST-00018,PROD-0010,2025-04-01,,,2024,8,France,Europe,Enterprise,GRR,199836.02,2025
2476,30,CUST-00018,PROD-0010,2025-05-01,,,2024,9,France,Europe,Enterprise,GRR,183676.53,2025
2477,30,CUST-00018,PROD-0010,2025-06-01,,,2024,10,France,Europe,Enterprise,GRR,183676.53,2025
2478,30,CUST-00018,PROD-0010,2025-07-01,,,2024,11,France,Europe,Enterprise,GRR,197398.07,2025
2481,31,CUST-00018,PROD-0008,2024-09-01,,,2024,1,France,Europe,Enterprise,GRR,296479.14,2024
2482,31,CUST-00018,PROD-0008,2024-10-01,,,2024,2,France,Europe,Enterprise,GRR,293243.48,2024
2483,31,CUST-00018,PROD-0008,2024-11-01,,,2024,3,France,Europe,Enterprise,GRR,288924.84,2024
2484,31,CUST-00018,PROD-0008,2024-12-01,,,2024,4,France,Europe,Enterprise,GRR,267919.11,2024
2485,31,CUST-00018,PROD-0008,2025-01-01,,,2024,5,France,Europe,Enterprise,GRR,267919.11,2025
2488,32,CUST-00019,PROD-0007,2024-02-01,,,2024,1,Canada,North America,Startup,GRR,2539.19,2024
2489,32,CUST-00019,PROD-0007,2024-03-01,,,2024,2,Canada,North America,Startup,GRR,2539.19,2024
2490,32,CUST-00019,PROD-0007,2024-04-01,,,2024,3,Canada,North America,Startup,GRR,2959.29,2024
2491,32,CUST-00019,PROD-0007,2024-05-01,,,2024,4,Canada,North America,Startup,GRR,2596.14,2024
2492,32,CUST-00019,PROD-0007,2024-06-01,,,2024,5,Canada,North America,Startup,GRR,2596.14,2024
2493,32,CUST-00019,PROD-0007,2024-07-01,,,2024,6,Canada,North America,Startup,GRR,2635.19,2024
2494,32,CUST-00019,PROD-0007,2024-08-01,,,2024,7,Canada,North America,Startup,GRR,2635.19,2024
2495,32,CUST-00019,PROD-0007,2024-09-01,,,2024,8,Canada,North America,Startup,GRR,2827.97,2024
2498,33,CUST-00020,PROD-0009,2024-02-01,,,2024,1,Germany,Europe,SMB,GRR,12355.76,2024
2499,33,CUST-00020,PROD-0009,2024-03-01,,,2024,2,Germany,Europe,SMB,GRR,12355.76,2024
2500,33,CUST-00020,PROD-0009,2024-04-01,,,2024,3,Germany,Europe,SMB,GRR,12183.31,2024
2503,0,CUST-00001,PROD-0008,2024-02-01,,,2024,1,UK,Europe,Enterprise,NRR,119892.28,2024
2504,0,CUST-00001,PROD-0008,2024-03-01,,,2024,2,UK,Europe,Enterprise,NRR,115183.18,2024
2505,0,CUST-00001,PROD-0008,2024-04-01,,,2024,3,UK,Europe,Enterprise,NRR,119938.57,2024
2506,0,CUST-00001,PROD-0008,2024-05-01,,,2024,4,UK,Europe,Enterprise,NRR,112656.32,2024
2507,0,CUST-00001,PROD-0008,2024-06-01,,,2024,5,UK,Europe,Enterprise,NRR,116201.65,2024
2508,0,CUST-00001,PROD-0008,2024-07-01,,,2024,6,UK,Europe,Enterprise,NRR,111137.67,2024
2509,0,CUST-00001,PROD-0008,2024-08-01,,,2024,7,UK,Europe,Enterprise,NRR,125660.31,2024
2510,0,CUST-00001,PROD-0008,2024-09-01,,,2024,8,UK,Europe,Enterprise,NRR,106025.04,2024
2511,0,CUST-00001,PROD-0008,2024-10-01,,,2024,9,UK,Europe,Enterprise,NRR,114144.0,2024
2514,1,CUST-00002,PROD-0002,2024-02-01,,,2024,1,France,Europe,Mid-Market,NRR,74191.23,2024
2515,1,CUST-00002,PROD-0002,2024-03-01,,,2024,2,France,Europe,Mid-Market,NRR,79362.58,2024
2516,1,CUST-00002,PROD-0002,2024-04-01,,,2024,3,France,Europe,Mid-Market,NRR,89352.8,2024
2517,1,CUST-00002,PROD-0002,2024-05-01,,,2024,4,France,Europe,Mid-Market,NRR,81760.47,2024
2520,2,CUST-00003,PROD-0002,2024-12-01,,,2024,1,UK,Europe,Enterprise,NRR,361956.09,2024
2521,2,CUST-00003,PROD-0002,2025-01-01,,,2024,2,UK,Europe,Enterprise,NRR,402728.65,2025
2522,2,CUST-00003,PROD-0002,2025-02-01,,,2024,3,UK,Europe,Enterprise,NRR,419730.2,2025
2523,2,CUST-00003,PROD-0002,2025-03-01,,,2024,4,UK,Europe,Enterprise,NRR,393485.11,2025
2524,2,CUST-00003,PROD-0002,2025-04-01,,,2024,5,UK,Europe,Enterprise,NRR,369224.45,2025
2525,2,CUST-00003,PROD-0002,2025-05-01,,,2024,6,UK,Europe,Enterprise,NRR,382975.57,2025
2526,2,CUST-00003,PROD-0002,2025-06-01,,,2024,7,UK,Europe,Enterprise,NRR,366288.66,2025
2527,2,CUST-00003,PROD-0002,2025-07-01,,,2024,8,UK,Europe,Enterprise,NRR,428517.46,2025
2528,2,CUST-00003,PROD-0002,2025-08-01,,,2024,9,UK,Europe,Enterprise,NRR,426076.42,2025
2529,2,CUST-00003,PROD-0002,2025-09-01,,,2024,10,UK,Europe,Enterprise,NRR,425766.78,2025
2532,3,CUST-00003,PROD-0005,2024-12-01,,,2024,1,UK,Europe,Enterprise,NRR,212679.75,2024
2533,3,CUST-00003,PROD-0005,2025-01-01,,,2024,2,UK,Europe,Enterprise,NRR,210706.29,2025
2534,3,CUST-00003,PROD-0005,2025-02-01,,,2024,3,UK,Europe,Enterprise,NRR,208862.91,2025
2535,3,CUST-00003,PROD-0005,2025-03-01,,,2024,4,UK,Europe,Enterprise,NRR,188329.78,2025
2536,3,CUST-00003,PROD-0005,2025-04-01,,,2024,5,UK,Europe,Enterprise,NRR,178552.37,2025
2537,3,CUST-00003,PROD-0005,2025-05-01,,,2024,6,UK,Europe,Enterprise,NRR,210678.39,2025
2538,3,CUST-00003,PROD-0005,2025-06-01,,,2024,7,UK,Europe,Enterprise,NRR,213379.04,2025
2539,3,CUST-00003,PROD-0005,2025-07-01,,,2024,8,UK,Europe,Enterprise,NRR,179638.6,2025
2540,3,CUST-00003,PROD-0005,2025-08-01,,,2024,9,UK,Europe,Enterprise,NRR,195321.42,2025
2541,3,CUST-00003,PROD-0005,2025-09-01,,,2024,10,UK,Europe,Enterprise,NRR,178994.54,2025
2542,3,CUST-00003,PROD-0005,2025-10-01,,,2024,11,UK,Europe,Enterprise,NRR,206079.07,2025
2545,4,CUST-00003,PROD-0001,2024-12-01,,,2024,1,UK,Europe,Enterprise,NRR,163985.73,2024
2546,4,CUST-00003,PROD-0001,2025-01-01,,,2024,2,UK,Europe,Enterprise,NRR,190162.54,2025
2547,4,CUST-00003,PROD-0001,2025-02-01,,,2024,3,UK,Europe,Enterprise,NRR,190074.73,2025
2550,5,CUST-00004,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,Enterprise,NRR,126957.21,2024
2551,5,CUST-00004,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,Enterprise,NRR,135851.86,2024
2552,5,CUST-00004,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,Enterprise,NRR,134970.53,2024
2553,5,CUST-00004,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,Enterprise,NRR,130653.39,2024
2554,5,CUST-00004,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,Enterprise,NRR,129027.51,2024
2555,5,CUST-00004,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,Enterprise,NRR,129601.35,2024
2556,5,CUST-00004,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,Enterprise,NRR,121795.94,2024
2557,5,CUST-00004,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,Enterprise,NRR,128575.51,2024
2558,5,CUST-00004,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,Enterprise,NRR,121160.18,2024
2559,5,CUST-00004,PROD-0003,2024-11-01,,,2024,10,Japan,APAC,Enterprise,NRR,134242.11,2024
2562,6,CUST-00005,PROD-0002,2024-05-01,,,2024,1,UK,Europe,Mid-Market,NRR,38245.53,2024
2563,6,CUST-00005,PROD-0002,2024-06-01,,,2024,2,UK,Europe,Mid-Market,NRR,38165.51,2024
2564,6,CUST-00005,PROD-0002,2024-07-01,,,2024,3,UK,Europe,Mid-Market,NRR,36958.95,2024
2567,7,CUST-00005,PROD-0004,2024-05-01,,,2024,1,UK,Europe,Mid-Market,NRR,32806.07,2024
2568,7,CUST-00005,PROD-0004,2024-06-01,,,2024,2,UK,Europe,Mid-Market,NRR,27978.0,2024
2571,8,CUST-00006,PROD-0005,2024-02-01,,,2024,1,USA,North America,Mid-Market,NRR,63007.31,2024
2572,8,CUST-00006,PROD-0005,2024-03-01,,,2024,2,USA,North America,Mid-Market,NRR,59423.2,2024
2573,8,CUST-00006,PROD-0005,2024-04-01,,,2024,3,USA,North America,Mid-Market,NRR,55522.53,2024
2574,8,CUST-00006,PROD-0005,2024-05-01,,,2024,4,USA,North America,Mid-Market,NRR,58214.67,2024
2575,8,CUST-00006,PROD-0005,2024-06-01,,,2024,5,USA,North America,Mid-Market,NRR,57443.08,2024
2578,9,CUST-00007,PROD-0002,2024-02-01,,,2024,1,Japan,APAC,Mid-Market,NRR,50326.8,2024
2579,9,CUST-00007,PROD-0002,2024-03-01,,,2024,2,Japan,APAC,Mid-Market,NRR,49790.61,2024
2580,9,CUST-00007,PROD-0002,2024-04-01,,,2024,3,Japan,APAC,Mid-Market,NRR,52781.88,2024
2581,9,CUST-00007,PROD-0002,2024-05-01,,,2024,4,Japan,APAC,Mid-Market,NRR,44257.08,2024
2582,9,CUST-00007,PROD-0002,2024-06-01,,,2024,5,Japan,APAC,Mid-Market,NRR,47184.86,2024
2583,9,CUST-00007,PROD-0002,2024-07-01,,,2024,6,Japan,APAC,Mid-Market,NRR,46575.46,2024
2584,9,CUST-00007,PROD-0002,2024-08-01,,,2024,7,Japan,APAC,Mid-Market,NRR,51602.96,2024
2587,10,CUST-00008,PROD-0004,2024-02-01,,,2024,1,Canada,North America,Enterprise,NRR,240720.26,2024
2588,10,CUST-00008,PROD-0004,2024-03-01,,,2024,2,Canada,North America,Enterprise,NRR,239272.54,2024
2589,10,CUST-00008,PROD-0004,2024-04-01,,,2024,3,Canada,North America,Enterprise,NRR,273198.19,2024
2590,10,CUST-00008,PROD-0004,2024-05-01,,,2024,4,Canada,North America,Enterprise,NRR,249011.3,2024
2591,10,CUST-00008,PROD-0004,2024-06-01,,,2024,5,Canada,North America,Enterprise,NRR,270079.14,2024
2592,10,CUST-00008,PROD-0004,2024-07-01,,,2024,6,Canada,North America,Enterprise,NRR,254411.25,2024
2593,10,CUST-00008,PROD-0004,2024-08-01,,,2024,7,Canada,North America,Enterprise,NRR,229236.89,2024
2594,10,CUST-00008,PROD-0004,2024-09-01,,,2024,8,Canada,North America,Enterprise,NRR,277027.56,2024
2595,10,CUST-00008,PROD-0004,2024-10-01,,,2024,9,Canada,North America,Enterprise,NRR,268803.56,2024
2596,10,CUST-00008,PROD-0004,2024-11-01,,,2024,10,Canada,North America,Enterprise,NRR,275501.89,2024
2599,11,CUST-00009,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,SMB,NRR,13562.94,2024
2600,11,CUST-00009,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,SMB,NRR,11710.67,2024
2601,11,CUST-00009,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,SMB,NRR,11302.75,2024
2602,11,CUST-00009,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,SMB,NRR,12277.5,2024
2603,11,CUST-00009,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,SMB,NRR,13623.38,2024
2604,11,CUST-00009,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,SMB,NRR,13268.43,2024
2605,11,CUST-00009,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,SMB,NRR,12013.47,2024
2606,11,CUST-00009,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,SMB,NRR,13046.15,2024
2607,11,CUST-00009,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,SMB,NRR,13131.29,2024
2610,12,CUST-00010,PROD-0008,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,NRR,98003.98,2024
2611,12,CUST-00010,PROD-0008,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,NRR,102003.69,2024
2612,12,CUST-00010,PROD-0008,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,NRR,88576.57,2025
2613,12,CUST-00010,PROD-0008,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,NRR,98819.98,2025
2614,12,CUST-00010,PROD-0008,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,NRR,97239.25,2025
2617,13,CUST-00010,PROD-0003,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,NRR,22139.29,2024
2618,13,CUST-00010,PROD-0003,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,NRR,22650.29,2024
2619,13,CUST-00010,PROD-0003,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,NRR,24628.33,2025
2620,13,CUST-00010,PROD-0003,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,NRR,25015.89,2025
2621,13,CUST-00010,PROD-0003,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,NRR,22888.98,2025
2622,13,CUST-00010,PROD-0003,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,NRR,22331.56,2025
2623,13,CUST-00010,PROD-0003,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,NRR,26055.51,2025
2624,13,CUST-00010,PROD-0003,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,NRR,22942.2,2025
2625,13,CUST-00010,PROD-0003,2025-07-01,,,2024,9,Germany,Europe,Mid-Market,NRR,24625.83,2025
2626,13,CUST-00010,PROD-0003,2025-08-01,,,2024,10,Germany,Europe,Mid-Market,NRR,24746.01,2025
2629,14,CUST-00010,PROD-0004,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,NRR,66623.48,2024
2630,14,CUST-00010,PROD-0004,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,NRR,65854.32,2024
2631,14,CUST-00010,PROD-0004,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,NRR,71511.36,2025
2632,14,CUST-00010,PROD-0004,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,NRR,66593.24,2025
2633,14,CUST-00010,PROD-0004,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,NRR,65921.4,2025
2634,14,CUST-00010,PROD-0004,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,NRR,64057.63,2025
2635,14,CUST-00010,PROD-0004,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,NRR,71176.26,2025
2636,14,CUST-00010,PROD-0004,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,NRR,68571.88,2025
2639,15,CUST-00011,PROD-0001,2024-02-01,,,2024,1,UK,Europe,Enterprise,NRR,456689.93,2024
2640,15,CUST-00011,PROD-0001,2024-03-01,,,2024,2,UK,Europe,Enterprise,NRR,470659.83,2024
2641,15,CUST-00011,PROD-0001,2024-04-01,,,2024,3,UK,Europe,Enterprise,NRR,475857.2,2024
2642,15,CUST-00011,PROD-0001,2024-05-01,,,2024,4,UK,Europe,Enterprise,NRR,542570.17,2024
2643,15,CUST-00011,PROD-0001,2024-06-01,,,2024,5,UK,Europe,Enterprise,NRR,537337.94,2024
2644,15,CUST-00011,PROD-0001,2024-07-01,,,2024,6,UK,Europe,Enterprise,NRR,537178.77,2024
2645,15,CUST-00011,PROD-0001,2024-08-01,,,2024,7,UK,Europe,Enterprise,NRR,486275.36,2024
2646,15,CUST-00011,PROD-0001,2024-09-01,,,2024,8,UK,Europe,Enterprise,NRR,465126.79,2024
2647,15,CUST-00011,PROD-0001,2024-10-01,,,2024,9,UK,Europe,Enterprise,NRR,532632.57,2024
2648,15,CUST-00011,PROD-0001,2024-11-01,,,2024,10,UK,Europe,Enterprise,NRR,519630.18,2024
2649,15,CUST-00011,PROD-0001,2024-12-01,,,2024,11,UK,Europe,Enterprise,NRR,510456.74,2024
2652,16,CUST-00012,PROD-0005,2024-05-01,,,2024,1,UK,Europe,SMB,NRR,9869.51,2024
2653,16,CUST-00012,PROD-0005,2024-06-01,,,2024,2,UK,Europe,SMB,NRR,8395.84,2024
2656,17,CUST-00012,PROD-0009,2024-05-01,,,2024,1,UK,Europe,SMB,NRR,7703.4,2024
2657,17,CUST-00012,PROD-0009,2024-06-01,,,2024,2,UK,Europe,SMB,NRR,6840.88,2024
2658,17,CUST-00012,PROD-0009,2024-07-01,,,2024,3,UK,Europe,SMB,NRR,7026.49,2024
2659,17,CUST-00012,PROD-0009,2024-08-01,,,2024,4,UK,Europe,SMB,NRR,6921.97,2024
2662,18,CUST-00012,PROD-0001,2024-05-01,,,2024,1,UK,Europe,SMB,NRR,5608.48,2024
2663,18,CUST-00012,PROD-0001,2024-06-01,,,2024,2,UK,Europe,SMB,NRR,5872.83,2024
2664,18,CUST-00012,PROD-0001,2024-07-01,,,2024,3,UK,Europe,SMB,NRR,6363.52,2024
2665,18,CUST-00012,PROD-0001,2024-08-01,,,2024,4,UK,Europe,SMB,NRR,6293.79,2024
2666,18,CUST-00012,PROD-0001,2024-09-01,,,2024,5,UK,Europe,SMB,NRR,5406.36,2024
2667,18,CUST-00012,PROD-0001,2024-10-01,,,2024,6,UK,Europe,SMB,NRR,5796.36,2024
2668,18,CUST-00012,PROD-0001,2024-11-01,,,2024,7,UK,Europe,SMB,NRR,5623.43,2024
2671,19,CUST-00013,PROD-0007,2024-10-01,,,2024,1,Canada,North America,Enterprise,NRR,395615.77,2024
2672,19,CUST-00013,PROD-0007,2024-11-01,,,2024,2,Canada,North America,Enterprise,NRR,393858.32,2024
2675,20,CUST-00013,PROD-0009,2024-10-01,,,2024,1,Canada,North America,Enterprise,NRR,104176.75,2024
2676,20,CUST-00013,PROD-0009,2024-11-01,,,2024,2,Canada,North America,Enterprise,NRR,93300.24,2024
2679,21,CUST-00014,PROD-0006,2024-07-01,,,2024,1,UK,Europe,Startup,NRR,6775.38,2024
2680,21,CUST-00014,PROD-0006,2024-08-01,,,2024,2,UK,Europe,Startup,NRR,7063.23,2024
2681,21,CUST-00014,PROD-0006,2024-09-01,,,2024,3,UK,Europe,Startup,NRR,7502.71,2024
2682,21,CUST-00014,PROD-0006,2024-10-01,,,2024,4,UK,Europe,Startup,NRR,7641.08,2024
2683,21,CUST-00014,PROD-0006,2024-11-01,,,2024,5,UK,Europe,Startup,NRR,7327.89,2024
2686,22,CUST-00014,PROD-0001,2024-07-01,,,2024,1,UK,Europe,Startup,NRR,9255.35,2024
2687,22,CUST-00014,PROD-0001,2024-08-01,,,2024,2,UK,Europe,Startup,NRR,9378.47,2024
2688,22,CUST-00014,PROD-0001,2024-09-01,,,2024,3,UK,Europe,Startup,NRR,7885.58,2024
2689,22,CUST-00014,PROD-0001,2024-10-01,,,2024,4,UK,Europe,Startup,NRR,9126.03,2024
2690,22,CUST-00014,PROD-0001,2024-11-01,,,2024,5,UK,Europe,Startup,NRR,8421.3,2024
2693,23,CUST-00015,PROD-0005,2024-04-01,,,2024,1,Canada,North America,SMB,NRR,7871.05,2024
2694,23,CUST-00015,PROD-0005,2024-05-01,,,2024,2,Canada,North America,SMB,NRR,7531.52,2024
2695,23,CUST-00015,PROD-0005,2024-06-01,,,2024,3,Canada,North America,SMB,NRR,7813.67,2024
2696,23,CUST-00015,PROD-0005,2024-07-01,,,2024,4,Canada,North America,SMB,NRR,8038.65,2024
2697,23,CUST-00015,PROD-0005,2024-08-01,,,2024,5,Canada,North America,SMB,NRR,8931.2,2024
2698,23,CUST-00015,PROD-0005,2024-09-01,,,2024,6,Canada,North America,SMB,NRR,9101.91,2024
2699,23,CUST-00015,PROD-0005,2024-10-01,,,2024,7,Canada,North America,SMB,NRR,7956.84,2024
2702,24,CUST-00015,PROD-0004,2024-04-01,,,2024,1,Canada,North America,SMB,NRR,10121.32,2024
2703,24,CUST-00015,PROD-0004,2024-05-01,,,2024,2,Canada,North America,SMB,NRR,9569.27,2024
2704,24,CUST-00015,PROD-0004,2024-06-01,,,2024,3,Canada,North America,SMB,NRR,11033.05,2024
2707,25,CUST-00016,PROD-0006,2024-02-01,,,2024,1,France,Europe,Enterprise,NRR,220925.74,2024
2708,25,CUST-00016,PROD-0006,2024-03-01,,,2024,2,France,Europe,Enterprise,NRR,206635.63,2024
2709,25,CUST-00016,PROD-0006,2024-04-01,,,2024,3,France,Europe,Enterprise,NRR,205938.99,2024
2710,25,CUST-00016,PROD-0006,2024-05-01,,,2024,4,France,Europe,Enterprise,NRR,228787.73,2024
2711,25,CUST-00016,PROD-0006,2024-06-01,,,2024,5,France,Europe,Enterprise,NRR,223300.73,2024
2714,26,CUST-00016,PROD-0007,2024-02-01,,,2024,1,France,Europe,Enterprise,NRR,236403.25,2024
2715,26,CUST-00016,PROD-0007,2024-03-01,,,2024,2,France,Europe,Enterprise,NRR,250769.69,2024
2716,26,CUST-00016,PROD-0007,2024-04-01,,,2024,3,France,Europe,Enterprise,NRR,246114.69,2024
2717,26,CUST-00016,PROD-0007,2024-05-01,,,2024,4,France,Europe,Enterprise,NRR,239915.55,2024
2718,26,CUST-00016,PROD-0007,2024-06-01,,,2024,5,France,Europe,Enterprise,NRR,249314.99,2024
2719,26,CUST-00016,PROD-0007,2024-07-01,,,2024,6,France,Europe,Enterprise,NRR,233507.93,2024
2720,26,CUST-00016,PROD-0007,2024-08-01,,,2024,7,France,Europe,Enterprise,NRR,255807.29,2024
2721,26,CUST-00016,PROD-0007,2024-09-01,,,2024,8,France,Europe,Enterprise,NRR,221081.38,2024
2722,26,CUST-00016,PROD-0007,2024-10-01,,,2024,9,France,Europe,Enterprise,NRR,266454.0,2024
2723,26,CUST-00016,PROD-0007,2024-11-01,,,2024,10,France,Europe,Enterprise,NRR,247442.1,2024
2724,26,CUST-00016,PROD-0007,2024-12-01,,,2024,11,France,Europe,Enterprise,NRR,256330.06,2024
2727,27,CUST-00016,PROD-0009,2024-02-01,,,2024,1,France,Europe,Enterprise,NRR,451834.41,2024
2728,27,CUST-00016,PROD-0009,2024-03-01,,,2024,2,France,Europe,Enterprise,NRR,487671.11,2024
2729,27,CUST-00016,PROD-0009,2024-04-01,,,2024,3,France,Europe,Enterprise,NRR,403602.9,2024
2732,28,CUST-00017,PROD-0005,2024-12-01,,,2024,1,France,Europe,SMB,NRR,8766.96,2024
2733,28,CUST-00017,PROD-0005,2025-01-01,,,2024,2,France,Europe,SMB,NRR,8469.91,2025
2736,29,CUST-00017,PROD-0009,2024-12-01,,,2024,1,France,Europe,SMB,NRR,8924.46,2024
2737,29,CUST-00017,PROD-0009,2025-01-01,,,2024,2,France,Europe,SMB,NRR,8284.28,2025
2738,29,CUST-00017,PROD-0009,2025-02-01,,,2024,3,France,Europe,SMB,NRR,9119.6,2025
2739,29,CUST-00017,PROD-0009,2025-03-01,,,2024,4,France,Europe,SMB,NRR,8615.0,2025
2740,29,CUST-00017,PROD-0009,2025-04-01,,,2024,5,France,Europe,SMB,NRR,9266.52,2025
2741,29,CUST-00017,PROD-0009,2025-05-01,,,2024,6,France,Europe,SMB,NRR,8252.83,2025
2742,29,CUST-00017,PROD-0009,2025-06-01,,,2024,7,France,Europe,SMB,NRR,8950.41,2025
2743,29,CUST-00017,PROD-0009,2025-07-01,,,2024,8,France,Europe,SMB,NRR,8662.55,2025
2746,30,CUST-00018,PROD-0010,2024-09-01,,,2024,1,France,Europe,Enterprise,NRR,210922.17,2024
2747,30,CUST-00018,PROD-0010,2024-10-01,,,2024,2,France,Europe,Enterprise,NRR,207775.39,2024
2748,30,CUST-00018,PROD-0010,2024-11-01,,,2024,3,France,Europe,Enterprise,NRR,189774.37,2024
2749,30,CUST-00018,PROD-0010,2024-12-01,,,2024,4,France,Europe,Enterprise,NRR,188749.68,2024
2750,30,CUST-00018,PROD-0010,2025-01-01,,,2024,5,France,Europe,Enterprise,NRR,181732.34,2025
2751,30,CUST-00018,PROD-0010,2025-02-01,,,2024,6,France,Europe,Enterprise,NRR,190585.82,2025
2752,30,CUST-00018,PROD-0010,2025-03-01,,,2024,7,France,Europe,Enterprise,NRR,199836.02,2025
2753,30,CUST-00018,PROD-0010,2025-04-01,,,2024,8,France,Europe,Enterprise,NRR,214882.61,2025
2754,30,CUST-00018,PROD-0010,2025-05-01,,,2024,9,France,Europe,Enterprise,NRR,183676.53,2025
